Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,Latin America & Caribbean (excluding high income),LAC,24.1315299009722,..,..,..,..,20.6418575211075,..,19.4309191573709,..,..,17.8286299547509,..,..,..,..,15.4867650134367,..,..,..,..,13.5904094471966,13.230219286636,12.9213537649085,..,..
Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,Latin America & the Caribbean (IDA & IBRD countries),TLA,24.4831083148649,..,..,..,..,21.0434100466264,..,19.8431588910964,..,..,18.2479644565765,..,..,..,..,15.9081742449419,..,..,..,..,14.0118487633114,13.6484414481904,13.3305968970703,..,..
Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,Least developed countries: UN classification,LDC,37.8248234253392,..,..,..,..,32.2741061737258,..,30.1813507505212,..,..,27.3155220058336,..,..,..,..,23.3458244777626,..,..,..,..,20.0132267720284,19.475930683424,18.8900415559877,..,..
Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,Low & middle income,LMY,34.9354252484533,..,..,..,..,31.1216154684687,..,29.7014848166834,..,..,27.7713577159303,..,..,..,..,24.9353946677293,..,..,..,..,22.5183016988433,22.0447847148628,21.6559319011371,..,..
Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,Low income,LIC,27.0249286507434,..,..,..,..,22.8790282840607,..,21.4618913209762,..,..,19.6016308350664,..,..,..,..,16.9887083859999,..,..,..,..,14.8243365104945,14.439854637888,14.0660354919145,..,..
Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,Lower middle income,LMC,45.2279582883184,..,..,..,..,38.3090803220634,..,35.723472013294,..,..,32.135681517421,..,..,..,..,27.1384089082263,..,..,..,..,23.0719076545563,22.3754596233206,21.6777443363208,..,..
Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,"Middle East, North Africa, Afghanistan & Pakistan",MEA,27.9219744515727,..,..,..,..,25.0971907882966,..,24.2063356505135,..,..,22.8523119282105,..,..,..,..,20.9840315226911,..,..,..,..,19.6080844328644,19.3785718940494,19.1056717026646,..,..
Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,28.6567499288503,..,..,..,..,25.792456607894,..,24.9211742287473,..,..,23.5328327240979,..,..,..,..,21.664174722606,..,..,..,..,20.1570839935635,19.8970103557551,19.6166211308623,..,..
Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,28.6567499288503,..,..,..,..,25.792456607894,..,24.9211742287473,..,..,23.5328327240979,..,..,..,..,21.664174722606,..,..,..,..,20.1570839935635,19.8970103557551,19.6166211308623,..,..
Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,Middle income,MIC,35.2807128157453,..,..,..,..,31.4982025452348,..,30.087031993072,..,..,28.1704618932415,..,..,..,..,25.356838760904,..,..,..,..,22.9648825404902,22.4943000033503,22.1126999239348,..,..
Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,North America,NAC,31.2192292610987,..,..,..,..,28.9820626139999,..,28.2479914808508,..,..,27.018467756297,..,..,..,..,25.2169570201822,..,..,..,..,23.6418491779816,23.4072107295874,22.9833033968728,..,..
Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,OECD members,OED,32.5585448121007,..,..,..,..,29.5143238380688,..,28.4597705121923,..,..,26.9136866548189,..,..,..,..,24.6360972686237,..,..,..,..,22.7025301753988,22.3528436769415,21.985454559667,..,..
Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,Other small states,OSS,35.1089232569603,..,..,..,..,31.6976641443442,..,30.566347714489,..,..,28.89520623859,..,..,..,..,26.6273454892606,..,..,..,..,24.7114397054688,24.3440081509607,23.9709006723163,..,..
Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,Pacific island small states,PSS,38.144618706535,..,..,..,..,36.0970306074671,..,35.2625436980435,..,..,34.268691932453,..,..,..,..,32.7691644437239,..,..,..,..,31.5634112735411,31.3752591451696,31.1083177938967,..,..
Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,Post-demographic dividend,PST,33.9376160363156,..,..,..,..,30.7669894314853,..,29.658370747207,..,..,28.0310876668168,..,..,..,..,25.636177254583,..,..,..,..,23.6132922548493,23.2447134793112,22.8454750169854,..,..
Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,Pre-demographic dividend,PRE,20.4106740335646,..,..,..,..,16.8866546622024,..,15.6889885083402,..,..,14.168969573669,..,..,..,..,12.1213748972357,..,..,..,..,10.4691951020737,10.1763561401233,9.9215466347195,..,..
Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,Small states,SST,33.4764990229583,..,..,..,..,30.2736667073551,..,29.1832124549967,..,..,27.6205396194914,..,..,..,..,25.4956073569751,..,..,..,..,23.7268785009052,23.4028769493132,23.0631698218087,..,..
Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,South Asia,SAS,55.7393464239759,..,..,..,..,46.8286855101711,..,43.4357037147412,..,..,38.7717728976102,..,..,..,..,32.1859767340141,..,..,..,..,26.9067719189484,26.0418939429683,25.1487267996836,..,..
Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,South Asia (IDA & IBRD),TSA,55.7393464239759,..,..,..,..,46.8286855101711,..,43.4357037147412,..,..,38.7717728976102,..,..,..,..,32.1859767340141,..,..,..,..,26.9067719189484,26.0418939429683,25.1487267996836,..,..
Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,Sub-Saharan Africa,SSF,18.2118996063256,..,..,..,..,15.2434374554072,..,14.2386618740738,..,..,12.9198477307452,..,..,..,..,11.1103521549077,..,..,..,..,9.6512522394009,9.39658426107511,9.17194179432596,..,..
Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,Sub-Saharan Africa (excluding high income),SSA,19.6533234061603,..,..,..,..,16.3792091620115,..,15.2768347882975,..,..,13.829020142783,..,..,..,..,11.8595707155489,..,..,..,..,10.2480412028858,9.96006862889612,9.71923843139715,..,..
Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,Sub-Saharan Africa (IDA & IBRD countries),TSS,18.2118996063256,..,..,..,..,15.2434374554072,..,14.2386618740738,..,..,12.9198477307452,..,..,..,..,11.1103521549077,..,..,..,..,9.6512522394009,9.39658426107511,9.17194179432596,..,..
Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,Upper middle income,UMC,27.6872736160512,..,..,..,..,26.1361582757908,..,25.5694056031843,..,..,24.8885448798816,..,..,..,..,23.8025445512378,..,..,..,..,22.8666145206394,22.6044511475387,22.5198569937527,..,..
Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,World,WLD,34.3352527371262,..,..,..,..,30.7535267105219,..,29.4296164191541,..,..,27.595057390787,..,..,..,..,24.8790252695582,..,..,..,..,22.5742252663973,22.1274253191045,21.7413698575614,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Afghanistan,AFG,19.7,..,..,..,..,15.3,..,13.9,..,..,12,..,..,..,..,9.4,..,..,..,..,7.4,7.1,6.8,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Albania,ALB,11.1,..,..,..,..,9.6,..,9.1,..,..,8.4,..,..,..,..,7.3,..,..,..,..,6.4,6.2,6,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Algeria,DZA,2,..,..,..,..,1.5,..,1.4,..,..,1.2,..,..,..,..,0.9,..,..,..,..,0.7,0.7,0.7,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Andorra,AND,28.5,..,..,..,..,30.3,..,31,..,..,32.2,..,..,..,..,34.4,..,..,..,..,36.7,37.3,37.9,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Argentina,ARG,28.5,..,..,..,..,25.9,..,25.1,..,..,23.7,..,..,..,..,21.5,..,..,..,..,19.7,19.4,19.1,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Armenia,ARM,2.6,..,..,..,..,2.3,..,2.2,..,..,2,..,..,..,..,1.8,..,..,..,..,1.6,1.6,1.5,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Australia,AUS,22.5,..,..,..,..,19,..,17.8,..,..,16.2,..,..,..,..,13.7,..,..,..,..,11.5,11.2,10.9,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Austria,AUT,47.1,..,..,..,..,40.5,..,38,..,..,34.6,..,..,..,..,29.8,..,..,..,..,25.5,24.7,24,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Azerbaijan,AZE,0.3,..,..,..,..,0.3,..,0.2,..,..,0.2,..,..,..,..,0.2,..,..,..,..,0.1,0.1,0.1,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,"Bahamas, The",BHS,4.8,..,..,..,..,4,..,3.7,..,..,3.3,..,..,..,..,2.7,..,..,..,..,2.3,2.2,2.1,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Bahrain,BHR,7.5,..,..,..,..,6.7,..,6.5,..,..,6.1,..,..,..,..,5.7,..,..,..,..,5.2,5.1,5.1,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Bangladesh,BGD,48.6,..,..,..,..,38.3,..,34.4,..,..,29.2,..,..,..,..,22.3,..,..,..,..,17.1,16.2,15.4,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Barbados,BRB,3.7,..,..,..,..,3.1,..,2.9,..,..,2.6,..,..,..,..,2.2,..,..,..,..,1.9,1.8,1.7,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Belarus,BLR,15.5,..,..,..,..,15,..,14.9,..,..,14.7,..,..,..,..,14.3,..,..,..,..,14.1,14.1,13.9,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Belgium,BEL,24.5,..,..,..,..,24.5,..,24.4,..,..,24.6,..,..,..,..,24.5,..,..,..,..,24.6,24.5,24.5,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Belize,BLZ,3.2,..,..,..,..,2.8,..,2.7,..,..,2.5,..,..,..,..,2.2,..,..,..,..,2,1.9,1.9,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Benin,BEN,5,..,..,..,..,3.9,..,3.6,..,..,3.2,..,..,..,..,2.5,..,..,..,..,2.1,2,1.9,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Bhutan,BTN,29.3,..,..,..,..,23.4,..,21.3,..,..,18.7,..,..,..,..,15,..,..,..,..,12.1,11.6,11.1,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Bolivia,BOL,29.2,..,..,..,..,18.4,..,15.4,..,..,11.8,..,..,..,..,7.6,..,..,..,..,4.9,4.5,4.2,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Bosnia and Herzegovina,BIH,34.8,..,..,..,..,33.5,..,33.1,..,..,32.5,..,..,..,..,31.6,..,..,..,..,31.1,30.8,30.9,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Botswana,BWA,29.9,..,..,..,..,21.4,..,18.9,..,..,15.5,..,..,..,..,11.2,..,..,..,..,8.2,7.7,7.2,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Brazil,BRA,18.3,..,..,..,..,15.4,..,14.4,..,..,13.1,..,..,..,..,11.1,..,..,..,..,9.5,9.1,8.9,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Brunei Darussalam,BRN,5.1,..,..,..,..,4.2,..,3.8,..,..,3.4,..,..,..,..,2.8,..,..,..,..,2.3,2.2,2.2,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Bulgaria,BGR,35.7,..,..,..,..,36,..,36.4,..,..,36.6,..,..,..,..,37.4,..,..,..,..,38.1,38.5,38.7,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Burkina Faso,BFA,24.6,..,..,..,..,17.7,..,15.5,..,..,12.7,..,..,..,..,9.3,..,..,..,..,6.8,6.4,6,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Burundi,BDI,20,..,..,..,..,14.5,..,12.9,..,..,10.7,..,..,..,..,7.9,..,..,..,..,5.9,5.6,5.3,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Cabo Verde,CPV,12.8,..,..,..,..,10.4,..,9.5,..,..,8.4,..,..,..,..,6.9,..,..,..,..,5.6,5.4,5.2,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Cambodia,KHM,23.5,..,..,..,..,16.9,..,14.9,..,..,12.3,..,..,..,..,8.9,..,..,..,..,6.5,6.1,5.7,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Cameroon,CMR,4.8,..,..,..,..,3.5,..,3.1,..,..,2.6,..,..,..,..,1.9,..,..,..,..,1.4,1.4,1.3,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Canada,CAN,26.8,..,..,..,..,21.2,..,19.3,..,..,17,..,..,..,..,13.5,..,..,..,..,10.7,10.2,9.7,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Chad,TCD,3.3,..,..,..,..,2.8,..,2.6,..,..,2.3,..,..,..,..,2,..,..,..,..,1.7,1.6,1.6,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Chile,CHL,42.5,..,..,..,..,38.2,..,36.5,..,..,34.3,..,..,..,..,30.9,..,..,..,..,27.9,27.4,26.7,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,China,CHN,3.2,..,..,..,..,2.7,..,2.6,..,..,2.3,..,..,..,..,2,..,..,..,..,1.7,1.6,1.6,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Colombia,COL,8.6,..,..,..,..,7.3,..,6.9,..,..,6.2,..,..,..,..,5.4,..,..,..,..,4.6,4.5,4.4,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Comoros,COM,56.6,..,..,..,..,34.8,..,28.7,..,..,21.4,..,..,..,..,13.1,..,..,..,..,8.1,7.4,6.7,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,"Congo, Dem. Rep.",COD,8.1,..,..,..,..,6.2,..,5.6,..,..,4.8,..,..,..,..,3.8,..,..,..,..,3,2.9,2.8,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,"Congo, Rep.",COG,5.7,..,..,..,..,4.5,..,4,..,..,3.5,..,..,..,..,2.8,..,..,..,..,2.2,2.1,2.1,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Costa Rica,CRI,9.5,..,..,..,..,8,..,7.5,..,..,6.8,..,..,..,..,5.7,..,..,..,..,4.9,4.7,4.5,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Cote d'Ivoire,CIV,3,..,..,..,..,2.2,..,1.9,..,..,1.6,..,..,..,..,1.2,..,..,..,..,0.9,0.8,0.8,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Croatia,HRV,27.5,..,..,..,..,29.4,..,30.3,..,..,31.6,..,..,..,..,33.8,..,..,..,..,36.2,36.7,37.3,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Cuba,CUB,29.7,..,..,..,..,22.9,..,20.7,..,..,17.7,..,..,..,..,13.6,..,..,..,..,10.5,10,9.5,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Cyprus,CYP,21.1,..,..,..,..,21.7,..,21.8,..,..,22,..,..,..,..,22.9,..,..,..,..,23.6,23.8,23.9,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Czechia,CZE,28.4,..,..,..,..,27.8,..,27.8,..,..,27.4,..,..,..,..,27.1,..,..,..,..,26.8,26.7,26.5,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Denmark,DNK,34.7,..,..,..,..,29.1,..,27.1,..,..,24.4,..,..,..,..,20.5,..,..,..,..,17.2,16.6,16.1,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Dominican Republic,DOM,16.1,..,..,..,..,13.1,..,12.1,..,..,10.7,..,..,..,..,8.7,..,..,..,..,7.1,6.8,6.6,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Ecuador,ECU,6.2,..,..,..,..,5.1,..,4.7,..,..,4.2,..,..,..,..,3.4,..,..,..,..,2.8,2.7,2.6,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,"Egypt, Arab Rep.",EGY,0.9,..,..,..,..,0.7,..,0.7,..,..,0.6,..,..,..,..,0.5,..,..,..,..,0.4,0.4,0.4,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,El Salvador,SLV,3.9,..,..,..,..,3.3,..,3.1,..,..,2.8,..,..,..,..,2.3,..,..,..,..,2,1.9,1.9,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Estonia,EST,30.8,..,..,..,..,28.7,..,28,..,..,26.9,..,..,..,..,25.1,..,..,..,..,23.5,23.1,22.8,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Eswatini,SWZ,5.6,..,..,..,..,4.1,..,3.6,..,..,3.1,..,..,..,..,2.3,..,..,..,..,1.7,1.6,1.5,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Ethiopia,ETH,1.6,..,..,..,..,1.6,..,1.6,..,..,1.6,..,..,..,..,1.5,..,..,..,..,1.5,1.5,1.5,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Fiji,FJI,15.9,..,..,..,..,15.3,..,14.9,..,..,14.5,..,..,..,..,13.9,..,..,..,..,13.4,13.3,13.2,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Finland,FIN,28.3,..,..,..,..,25.6,..,24.7,..,..,23.3,..,..,..,..,21.1,..,..,..,..,19.1,18.8,18.5,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,France,FRA,30.1,..,..,..,..,30.8,..,31.2,..,..,31.6,..,..,..,..,32.5,..,..,..,..,33.3,33.4,33.7,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Gabon,GAB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,"Gambia, The",GMB,4.2,..,..,..,..,2.7,..,2.3,..,..,1.8,..,..,..,..,1.2,..,..,..,..,0.8,0.7,0.7,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Georgia,GEO,5.4,..,..,..,..,5.8,..,6,..,..,6.3,..,..,..,..,6.8,..,..,..,..,7.4,7.5,7.6,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Germany,DEU,31.6,..,..,..,..,28.3,..,27,..,..,25.3,..,..,..,..,22.6,..,..,..,..,20.2,19.7,19.3,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Ghana,GHA,1.1,..,..,..,..,0.8,..,0.8,..,..,0.6,..,..,..,..,0.5,..,..,..,..,0.4,0.3,0.3,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Greece,GRC,44.4,..,..,..,..,40.5,..,39,..,..,37,..,..,..,..,34,..,..,..,..,31.5,30.9,30.6,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Guatemala,GTM,3.2,..,..,..,..,2.8,..,2.6,..,..,2.4,..,..,..,..,2.1,..,..,..,..,1.8,1.7,1.7,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Guinea-Bissau,GNB,2.6,..,..,..,..,1.8,..,1.6,..,..,1.3,..,..,..,..,1,..,..,..,..,0.7,0.7,0.6,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Guyana,GUY,5.7,..,..,..,..,4.5,..,4.1,..,..,3.6,..,..,..,..,2.9,..,..,..,..,2.4,2.3,2.2,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Haiti,HTI,5.7,..,..,..,..,4.7,..,4.4,..,..,3.9,..,..,..,..,3.2,..,..,..,..,2.7,2.6,2.5,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Honduras,HND,3.3,..,..,..,..,2.8,..,2.7,..,..,2.4,..,..,..,..,2.1,..,..,..,..,1.8,1.7,1.7,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Hungary,HUN,31.9,..,..,..,..,30.8,..,30.5,..,..,29.9,..,..,..,..,29.1,..,..,..,..,28.5,28.3,28.1,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Iceland,ISL,30.3,..,..,..,..,23.2,..,20.9,..,..,17.7,..,..,..,..,13.6,..,..,..,..,10.4,9.9,9.4,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,India,IND,40.8,..,..,..,..,30.8,..,27.4,..,..,22.6,..,..,..,..,16.6,..,..,..,..,12.2,11.5,10.8,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Indonesia,IDN,7.4,..,..,..,..,6.2,..,5.8,..,..,5.1,..,..,..,..,4.3,..,..,..,..,3.6,3.4,3.3,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,"Iran, Islamic Rep.",IRN,8.2,..,..,..,..,6.5,..,5.9,..,..,5.2,..,..,..,..,4.1,..,..,..,..,3.3,3.1,3,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Iraq,IRQ,7.1,..,..,..,..,5.1,..,4.5,..,..,3.7,..,..,..,..,2.7,..,..,..,..,2,1.8,1.7,..,..
