Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Sweden,SWE,51.9,..,..,..,..,45.1,..,43,..,..,39.6,..,..,..,..,34.6,..,..,..,..,30.3,29.5,28.9,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Switzerland,CHE,32.9,..,..,..,..,31.6,..,31.3,..,..,30.5,..,..,..,..,29.6,..,..,..,..,28.6,28.5,28.2,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Tanzania,TZA,48.2,..,..,..,..,36.8,..,33.3,..,..,28.5,..,..,..,..,21.9,..,..,..,..,17,16.1,15.3,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Thailand,THA,49.2,..,..,..,..,46.2,..,44.5,..,..,43,..,..,..,..,40.2,..,..,..,..,37.8,37.2,36.9,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Timor-Leste,TLS,84.4,..,..,..,..,81.2,..,79.7,..,..,77.3,..,..,..,..,72.9,..,..,..,..,68.7,67.8,67,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Togo,TGO,26.2,..,..,..,..,21.6,..,19.9,..,..,17.8,..,..,..,..,14.8,..,..,..,..,12.5,12.1,11.7,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Tonga,TON,52.8,..,..,..,..,51.3,..,50.7,..,..,50.1,..,..,..,..,48.6,..,..,..,..,47.6,47.1,47,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Tunisia,TUN,55.1,..,..,..,..,50.8,..,49.6,..,..,47.3,..,..,..,..,43.8,..,..,..,..,40.7,40.3,39.5,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Turkiye,TUR,52.9,..,..,..,..,49.9,..,48.7,..,..,47.2,..,..,..,..,44.6,..,..,..,..,42.1,41.9,41.2,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Turkmenistan,TKM,28.8,..,..,..,..,22.7,..,20.7,..,..,18,..,..,..,..,14.4,..,..,..,..,11.6,11.1,10.7,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Tuvalu,TUV,69.1,..,..,..,..,63.6,..,61.7,..,..,58.3,..,..,..,..,53.9,..,..,..,..,50,48.9,48.2,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Uganda,UGA,36.2,..,..,..,..,28.1,..,25.2,..,..,21.7,..,..,..,..,16.9,..,..,..,..,13.2,12.5,11.9,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Ukraine,UKR,62.4,..,..,..,..,56.1,..,53.4,..,..,49.8,..,..,..,..,44.8,..,..,..,..,40.1,39.4,38.4,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,United Arab Emirates,ARE,34.1,..,..,..,..,28.3,..,26.2,..,..,23.4,..,..,..,..,19.5,..,..,..,..,16.4,15.9,15.4,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,United Kingdom,GBR,38.5,..,..,..,..,31.4,..,29.2,..,..,25.9,..,..,..,..,21.2,..,..,..,..,17.4,16.7,16.1,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,United States,USA,37.8,..,..,..,..,35.7,..,35.1,..,..,33.8,..,..,..,..,32.2,..,..,..,..,30.6,30.4,29.9,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Uruguay,URY,41.4,..,..,..,..,36.4,..,34.5,..,..,31.8,..,..,..,..,28.1,..,..,..,..,24.7,24,23.4,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Uzbekistan,UZB,53.9,..,..,..,..,47.7,..,45.6,..,..,42.4,..,..,..,..,38,..,..,..,..,33.8,33.2,32.4,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Viet Nam,VNM,57.2,..,..,..,..,53.7,..,52.3,..,..,49.9,..,..,..,..,47.1,..,..,..,..,44.3,43.7,43,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,"Yemen, Rep.",YEM,41,..,..,..,..,39.3,..,38.6,..,..,37.7,..,..,..,..,36.4,..,..,..,..,34.9,34.9,34.5,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Zambia,ZMB,30.3,..,..,..,..,29,..,28.7,..,..,28.1,..,..,..,..,26.9,..,..,..,..,25.9,25.9,25.6,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Zimbabwe,ZWE,37.5,..,..,..,..,32.9,..,31.2,..,..,28.8,..,..,..,..,25.4,..,..,..,..,22.5,21.9,21.4,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Africa Eastern and Southern,AFE,33.0478959484783,..,..,..,..,28.9982669226129,..,27.6378627612319,..,..,25.759191470515,..,..,..,..,23.1077369347888,..,..,..,..,20.8543013465612,20.4253872750162,20.0539073830748,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Africa Western and Central,AFW,23.6296704074458,..,..,..,..,19.1906311104686,..,17.6892458319901,..,..,15.7231084270312,..,..,..,..,13.0473250213669,..,..,..,..,10.9819380524614,10.6448120968375,10.3217888439591,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Arab World,ARB,38.6997536017065,..,..,..,..,37.974125347035,..,37.690778093994,..,..,37.2997411694125,..,..,..,..,36.8719326233125,..,..,..,..,37.3263790807414,37.5370607071852,37.5134832337265,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Central Europe and the Baltics,CEB,47.1919582647506,..,..,..,..,43.4265615593288,..,41.9958855447091,..,..,39.9885311059032,..,..,..,..,36.9072633148784,..,..,..,..,34.1557575745457,33.6994200375011,33.2682378286328,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Early-demographic dividend,EAR,59.2178203892768,..,..,..,..,53.7366178532835,..,51.404289632437,..,..,48.3628477727114,..,..,..,..,43.7870813890074,..,..,..,..,39.8927989515859,39.1497544202548,38.5102081459203,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,East Asia & Pacific,EAS,53.3520282848786,..,..,..,..,51.3271199157919,..,50.5326712506743,..,..,49.5391852129032,..,..,..,..,47.9935684075231,..,..,..,..,46.6732679627383,46.2746889583964,46.1283258792618,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,East Asia & Pacific (excluding high income),EAP,53.5628337560812,..,..,..,..,52.0697053746339,..,51.4579108703569,..,..,50.7223455334503,..,..,..,..,49.5379503486496,..,..,..,..,48.5101280048616,48.1338938830828,48.0437128373051,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,East Asia & Pacific (IDA & IBRD countries),TEA,53.4942331465631,..,..,..,..,52.0741016434727,..,51.4891939653983,..,..,50.7889055133999,..,..,..,..,49.65961533563,..,..,..,..,48.6791822968075,48.3089900674637,48.2283992177005,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Euro area,EMU,40.7840555520271,..,..,..,..,37.3942408162914,..,36.2111258570636,..,..,34.4037669513104,..,..,..,..,31.6806715554293,..,..,..,..,29.2785369101231,28.8187920973548,28.4031543830379,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Europe & Central Asia,ECS,47.0424523274183,..,..,..,..,42.9961655548964,..,41.5367205774213,..,..,39.3829009022937,..,..,..,..,36.1583354311604,..,..,..,..,33.2701673268528,32.7685198540342,32.212281423543,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Europe & Central Asia (excluding high income),ECA,56.7512522697696,..,..,..,..,51.9148550205361,..,50.0406140460699,..,..,47.4717465864587,..,..,..,..,43.7100732547758,..,..,..,..,40.293713490413,39.813168698596,39.0619393944859,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Europe & Central Asia (IDA & IBRD countries),TEC,53.9750702660075,..,..,..,..,49.8978952307969,..,48.3865802040159,..,..,46.1629830985271,..,..,..,..,42.7994961286819,..,..,..,..,39.7051227514002,39.2193783575362,38.6297957303611,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,European Union,EUU,42.2719636719739,..,..,..,..,38.6383661763137,..,37.3492054418301,..,..,35.4258612053446,..,..,..,..,32.5184001644015,..,..,..,..,29.9404124830814,29.4599777987528,29.0287414675068,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Fragile and conflict affected situations,FCS,37.3725126324761,..,..,..,..,33.0673121763691,..,31.4305080006767,..,..,29.1655046870469,..,..,..,..,26.1594708151177,..,..,..,..,23.4991137500934,23.0317447870735,22.5019716753299,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Heavily indebted poor countries (HIPC),HPC,31.7375153368206,..,..,..,..,27.1495636097819,..,25.5805170457031,..,..,23.506050341922,..,..,..,..,20.6177862762247,..,..,..,..,18.2792432052189,17.8305898413736,17.4357829355912,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,High income,HIC,43.2998555118335,..,..,..,..,39.1839670101201,..,37.7462661312917,..,..,35.5937679283711,..,..,..,..,32.4495508694038,..,..,..,..,29.7809538939965,29.3169901402307,28.7951452691397,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,IBRD only,IBD,54.2775848129697,..,..,..,..,50.5998885840584,..,49.020719000369,..,..,46.9964907355792,..,..,..,..,43.7718580998333,..,..,..,..,40.9398347141113,40.3358469217132,39.9090451469825,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,IDA & IBRD total,IBT,52.732373415695,..,..,..,..,48.6986010893672,..,47.0162460563674,..,..,44.774117783262,..,..,..,..,41.2552944446058,..,..,..,..,38.118223047827,37.467129083027,36.95649430794,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,IDA blend,IDB,40.9081961447775,..,..,..,..,35.0742922092229,..,33.0761341953755,..,..,30.1508541289034,..,..,..,..,25.6808945189538,..,..,..,..,22.0147913115222,21.3034660946345,20.652448280016,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,IDA only,IDX,48.2680571387016,..,..,..,..,43.2408312169941,..,41.3217369534896,..,..,38.557536294575,..,..,..,..,34.5673203578538,..,..,..,..,30.9415995207572,30.3133170981365,29.6585450817619,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,IDA total,IDA,45.4439014305251,..,..,..,..,40.070858498367,..,38.1027029091199,..,..,35.2470694405575,..,..,..,..,31.0944978305476,..,..,..,..,27.4852003096406,26.8262520151018,26.1746530649026,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Late-demographic dividend,LTE,48.6771489820548,..,..,..,..,46.3722830985076,..,45.4159712639665,..,..,44.1840705946043,..,..,..,..,42.106937124016,..,..,..,..,40.3301179144936,39.8822190687559,39.6321050140266,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Latin America & Caribbean,LCN,33.0084738482499,..,..,..,..,28.5990093765868,..,26.9663683683429,..,..,24.9378984527754,..,..,..,..,21.9121874727491,..,..,..,..,19.4520070208286,18.9849361425935,18.5581939543123,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Latin America & Caribbean (excluding high income),LAC,32.3871022871778,..,..,..,..,28.0464297598202,..,26.4312443698512,..,..,24.444530600126,..,..,..,..,21.479241748167,..,..,..,..,19.0729090384723,18.6113281278561,18.2039822411134,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Latin America & the Caribbean (IDA & IBRD countries),TLA,32.5612257795716,..,..,..,..,28.2505363388109,..,26.6428988662584,..,..,24.6582886407115,..,..,..,..,21.7011645873908,..,..,..,..,19.2950947021179,18.834944202544,18.4197968886107,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Least developed countries: UN classification,LDC,49.5169385177402,..,..,..,..,44.3557068702811,..,42.3674644343194,..,..,39.5083634999916,..,..,..,..,35.3695771079607,..,..,..,..,31.591788457211,30.9410717692271,30.2616695319079,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Low & middle income,LMY,53.3343414497009,..,..,..,..,49.2388812747148,..,47.5244230856601,..,..,45.2640445779862,..,..,..,..,41.7242556086717,..,..,..,..,38.574413767593,37.9172122960475,37.4050012481635,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Low income,LIC,41.0809158349968,..,..,..,..,35.9197684216003,..,34.0608999774577,..,..,31.6047883096354,..,..,..,..,28.1408963392898,..,..,..,..,25.1028991247941,24.5284716417735,24.0106422161586,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Lower middle income,LMC,60.9569473918833,..,..,..,..,54.2577368486843,..,51.3987686997254,..,..,47.5964482620982,..,..,..,..,41.8608516091172,..,..,..,..,36.9048347441478,35.9672396140713,35.1265849303678,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,"Middle East, North Africa, Afghanistan & Pakistan",MEA,44.9099555948888,..,..,..,..,41.4124271182554,..,40.1659929510671,..,..,38.427180512602,..,..,..,..,35.9320034888712,..,..,..,..,34.3273912046966,34.0037570366841,33.6473672055874,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,46.3484390759712,..,..,..,..,42.8805056162651,..,41.6951824751411,..,..,39.9274237994091,..,..,..,..,37.4725776745121,..,..,..,..,35.6238252952648,35.2365783806914,34.8628305617737,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,46.3484390759712,..,..,..,..,42.8805056162651,..,41.6951824751411,..,..,39.9274237994091,..,..,..,..,37.4725776745121,..,..,..,..,35.6238252952648,35.2365783806915,34.8628305617737,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Middle income,MIC,53.8546914862295,..,..,..,..,49.8330164135831,..,48.1404098450133,..,..,45.9180357990671,..,..,..,..,42.4327110771012,..,..,..,..,39.3445435205458,38.6968920545986,38.1994598238239,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,North America,NAC,37.0896406608438,..,..,..,..,34.7012050316426,..,33.9675543957743,..,..,32.5571361938896,..,..,..,..,30.7693903253644,..,..,..,..,29.0008697589687,28.7656282460529,28.2490665003218,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,OECD members,OED,41.5950874143074,..,..,..,..,37.5336363540814,..,36.1251298349704,..,..,34.0409724082434,..,..,..,..,30.9922924967588,..,..,..,..,28.3075366352461,27.8604824208466,27.3231532124184,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Other small states,OSS,48.4456845579854,..,..,..,..,44.5282018493511,..,43.2709774231167,..,..,41.2850067315708,..,..,..,..,38.4752871726373,..,..,..,..,35.9804282506853,35.4868829564731,34.9715019001361,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Pacific island small states,PSS,55.1330560166354,..,..,..,..,52.4460729548743,..,51.4372151160982,..,..,50.1083910094857,..,..,..,..,48.0904674657736,..,..,..,..,46.636362678278,46.4219823422125,46.0760476894745,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Post-demographic dividend,PST,43.3437526156749,..,..,..,..,39.0209823926224,..,37.5141155867334,..,..,35.2491020682466,..,..,..,..,31.9887421481119,..,..,..,..,29.1365749080056,28.6497341369412,28.0479768174406,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Pre-demographic dividend,PRE,32.3938921603683,..,..,..,..,27.4347586493167,..,25.7426299637449,..,..,23.5409016782793,..,..,..,..,20.5616573105298,..,..,..,..,18.1294602956319,17.6904475690343,17.2844744158848,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Small states,SST,47.630676896607,..,..,..,..,43.6238720785695,..,42.310079757532,..,..,40.3298975088793,..,..,..,..,37.5545071145309,..,..,..,..,35.1928429373046,34.7431384331008,34.2620678361804,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,South Asia,SAS,70.1578556511229,..,..,..,..,62.3865839001681,..,58.8703635825707,..,..,54.3573254911445,..,..,..,..,47.2993864222326,..,..,..,..,41.1866532057556,40.0706556312867,39.0951289793481,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,South Asia (IDA & IBRD),TSA,70.1578556511229,..,..,..,..,62.3865839001681,..,58.8703635825707,..,..,54.3573254911445,..,..,..,..,47.2993864222326,..,..,..,..,41.1866532057556,40.0706556312867,39.0951289793481,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Sub-Saharan Africa,SSF,28.803672189443,..,..,..,..,24.569315624712,..,23.1462634852899,..,..,21.224789131225,..,..,..,..,18.589252751929,..,..,..,..,16.441057150289,16.0550871419735,15.7046583716097,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Sub-Saharan Africa (excluding high income),SSA,30.9740132329203,..,..,..,..,26.3281085811215,..,24.7747206086577,..,..,22.6718223450195,..,..,..,..,19.8107929581013,..,..,..,..,17.4372428776237,17.014088600108,16.6300118736863,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Sub-Saharan Africa (IDA & IBRD countries),TSS,28.803672189443,..,..,..,..,24.569315624712,..,23.1462634852899,..,..,21.224789131225,..,..,..,..,18.589252751929,..,..,..,..,16.441057150289,16.0550871419735,15.7046583716097,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Upper middle income,UMC,48.3305394646665,..,..,..,..,46.2937056689491,..,45.4907358091603,..,..,44.5105293235261,..,..,..,..,42.9378913400051,..,..,..,..,41.6142842357076,41.2604027013717,41.1134069990594,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,World,WLD,50.656750816128,..,..,..,..,46.6720893843138,..,45.0503186819755,..,..,42.8566192299771,..,..,..,..,39.457941334937,..,..,..,..,36.4683799390327,35.8663143000917,35.357220052617,..,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 12/19/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
